"LEVEL"	"TAXA"	"Project_248"	"Project_SSputum-dil-DNase-cDNA"	"Project_SSputum-dil-DNase-RAB"	"Project_SSputum-dil-no-cDNA"	"Project_SSputum-dil-no-RAB"	"Project_SSputum-DNase-cDNA"	"Project_SSputum-DNase-RAB"	"Project_SSputum-no-cDNA"	"Project_SSputum-no-RAB"
"replicon"	"115360317"	0	1	0	1	0	1	0	2	0
"replicon"	"115607417"	0	0	0	0	0	0	0	2	0
"replicon"	"115607420"	0	0	0	0	0	0	0	1	0
"replicon"	"116048575"	0	50	14	237	0	146	43	1965	0
"replicon"	"116332681"	0	0	0	0	0	0	0	1	0
"replicon"	"116493574"	0	8	2	2	0	9	5	7	0
"replicon"	"116510843"	0	0	0	0	0	2	0	0	0
"replicon"	"116513228"	0	0	0	0	0	0	0	2	0
"replicon"	"116515308"	0	8	15	2	0	18	10	13	1
"replicon"	"116617174"	0	1	0	0	0	0	0	0	0
"replicon"	"116626972"	6	31	42	4	0	85	18	7	0
"replicon"	"116628683"	0	64	94	43	2	147	243	119	0
"replicon"	"116686245"	0	0	0	0	0	1	0	11	0
"replicon"	"116687164"	0	0	0	0	0	0	0	12	0
"replicon"	"116688024"	0	1	0	6	1	5	8	78	0
"replicon"	"116691273"	0	0	0	3	0	1	1	44	0
"replicon"	"117622295"	0	21	15	21	0	52	14	98	2
"replicon"	"117676079"	0	0	0	1	0	0	0	0	0
"replicon"	"118430724"	0	0	0	0	0	0	0	1	0
"replicon"	"118725053"	0	0	0	0	0	0	0	2	0
"replicon"	"119352440"	0	0	0	0	0	0	0	1	0
"replicon"	"119382757"	0	0	0	0	0	1	0	0	0
"replicon"	"119953625"	0	0	0	1	0	0	0	12	0
"replicon"	"119967833"	0	0	0	0	1	0	0	0	0
"replicon"	"121582466"	1	0	0	0	0	0	0	0	0
"replicon"	"121582553"	0	1	0	0	0	0	0	0	0
"replicon"	"121592436"	0	4	0	0	0	1	0	4	0
"replicon"	"121596444"	0	0	0	0	0	1	0	0	0
"replicon"	"121598179"	0	1	0	0	0	0	0	0	0
"replicon"	"121633901"	0	205	65	10	2	478	109	100	0
"replicon"	"122891714"	0	0	0	1	0	0	0	0	0
"replicon"	"123440403"	0	0	1	0	0	8	11	0	0
"replicon"	"124265193"	0	2	92	0	0	10	0	2	0
"replicon"	"125622882"	0	0	0	0	0	0	0	0	1
"replicon"	"125661357"	0	783	1434	841	1340	1065	1985	4036	1320
"replicon"	"125661369"	0	136	247	120	201	150	332	748	198
"replicon"	"125661381"	0	321	675	364	547	482	931	1792	535
"replicon"	"125661393"	0	135	284	134	236	196	374	895	258
"replicon"	"125661405"	0	68	187	88	165	98	236	680	140
"replicon"	"125661417"	0	83	174	92	177	128	240	591	150
"replicon"	"125661429"	0	109	237	134	217	158	317	792	192
"replicon"	"125661441"	0	336	662	379	508	484	888	1932	525
"replicon"	"125661453"	0	332	675	321	540	470	904	1902	556
"replicon"	"125661465"	0	282	591	280	483	393	791	1545	479
"replicon"	"125661477"	0	238	413	232	353	329	649	1389	390
"replicon"	"125661489"	0	198	392	215	303	320	530	1249	322
"replicon"	"125661501"	0	306	595	338	519	442	844	1673	478
"replicon"	"125661513"	0	3	14	7	10	9	13	83	11
"replicon"	"125661525"	0	82	170	97	148	99	221	529	110
"replicon"	"125661537"	0	159	313	173	303	250	441	893	276
"replicon"	"125661549"	0	138	240	140	213	174	365	788	201
"replicon"	"125661561"	0	101	183	108	178	142	281	599	179
"replicon"	"125661573"	0	87	118	64	104	79	158	478	107
"replicon"	"125661585"	0	45	90	52	97	69	150	307	82
"replicon"	"125661597"	0	49	106	54	103	80	145	340	113
"replicon"	"125661609"	0	37	93	42	62	57	102	274	69
"replicon"	"125661621"	0	588	1175	639	1002	795	1494	3184	979
"replicon"	"125661633"	0	570	1160	602	974	866	1565	3212	989
"replicon"	"125716887"	50	39	123	8	2	29	35	63	0
"replicon"	"126207488"	0	104	152	0	0	235	176	4	0
"replicon"	"126438353"	0	0	0	0	0	1	0	0	0
"replicon"	"126442307"	0	0	0	0	0	1	0	0	0
"replicon"	"126640097"	0	0	0	1	0	0	0	2	0
"replicon"	"126640109"	0	0	0	0	0	0	0	1	0
"replicon"	"126640115"	0	190	267	37	0	466	322	83	3
"replicon"	"126697566"	0	1	0	2	1	4	0	0	0
"replicon"	"13357558"	0	1	0	0	0	0	0	0	0
"replicon"	"134047083"	0	0	0	2	1	0	0	15	0
"replicon"	"134093294"	0	20	6	5	0	45	56	32	0
"replicon"	"134284374"	0	1	0	0	0	2	0	0	0
"replicon"	"134287530"	0	0	0	0	0	1	0	1	0
"replicon"	"134292031"	0	0	0	0	0	2	0	0	0
"replicon"	"134294128"	0	1	0	0	0	4	4	2	0
"replicon"	"139424470"	0	0	0	0	0	0	0	2	0
"replicon"	"139472888"	0	0	1	1	1	8	2	4	0
"replicon"	"14141823"	0	0	0	1	0	0	0	1	0
"replicon"	"14210819"	0	382	709	412	581	501	1050	1962	634
"replicon"	"14210820"	0	272	526	288	507	435	749	1563	472
"replicon"	"14210821"	0	545	1046	588	902	768	1457	2843	883
"replicon"	"14210822"	0	324	639	347	541	492	886	1784	531
"replicon"	"14210823"	0	204	389	186	320	298	537	1069	314
"replicon"	"14210824"	0	287	519	288	467	408	709	1510	486
"replicon"	"14210825"	0	109	222	128	188	155	326	713	166
"replicon"	"14210826"	0	65	150	77	111	90	190	382	107
"replicon"	"14210827"	0	75	141	76	134	88	188	429	113
"replicon"	"14210828"	0	126	260	129	195	171	326	722	192
"replicon"	"14210829"	0	102	209	106	152	150	275	608	173
"replicon"	"14210830"	0	137	267	138	198	183	352	740	203
"replicon"	"14210831"	0	105	179	113	159	134	263	585	172
"replicon"	"14210832"	0	91	228	123	195	159	299	631	177
"replicon"	"14210833"	0	219	392	226	343	327	662	1208	380
"replicon"	"145294025"	0	0	0	2	0	0	0	2	0
"replicon"	"145294042"	0	0	0	0	0	0	0	4	0
"replicon"	"145301211"	0	0	0	0	0	0	0	2	0
"replicon"	"145597324"	0	7	5	0	0	8	10	3	0
"replicon"	"145968208"	0	0	0	0	0	0	0	1	0
"replicon"	"146280397"	0	5	0	0	0	31	0	3	0
"replicon"	"146305042"	1	37	4	0	0	41	4	2	0
"replicon"	"146309667"	0	41	35	2	0	89	39	1	0
"replicon"	"146317663"	0	2	2	2	0	0	0	2	0
"replicon"	"146319850"	0	0	0	1	0	6	0	1	0
"replicon"	"146337175"	0	1	0	0	0	0	0	0	0
"replicon"	"146432248"	0	0	0	0	0	2	1	0	0
"replicon"	"148244139"	0	0	0	0	0	0	0	3	0
"replicon"	"148251626"	0	0	0	0	0	1	0	0	0
"replicon"	"148266447"	0	31	37	22	2	117	51	41	0
"replicon"	"148543243"	0	9	0	1	0	18	3	4	1
"replicon"	"148545259"	0	1	1	0	0	16	0	0	0
"replicon"	"148552929"	0	1	0	0	0	0	0	0	0
"replicon"	"148651817"	0	164	10	0	0	307	9	6	0
"replicon"	"148727082"	2	0	0	0	0	0	0	0	0
"replicon"	"148825133"	1	718	651	588	21	1849	976	1164	16
"replicon"	"148826757"	0	750	604	269	12	1929	900	627	14
"replicon"	"14974"	0	0	6	0	0	0	0	0	0
"replicon"	"150002608"	0	3	0	0	0	5	2	0	0
"replicon"	"150006674"	0	0	0	0	0	2	0	0	0
"replicon"	"150375692"	0	0	0	3	0	0	0	1	0
"replicon"	"150392480"	0	55	48	19	1	137	92	44	2
"replicon"	"151220212"	0	32	26	25	3	80	67	35	0
"replicon"	"151933471"	0	1	1	0	0	6	4	0	0
"replicon"	"152968582"	0	40	23	243	10	80	38	1078	3
"replicon"	"152973416"	0	0	0	9	0	0	0	44	1
"replicon"	"152973607"	0	1	0	5	0	0	0	20	0
"replicon"	"152973731"	0	0	0	4	0	0	0	13	0
"replicon"	"152973830"	0	0	0	0	0	0	0	2	0
"replicon"	"152973854"	0	0	0	0	0	1	0	0	0
"replicon"	"152977688"	0	10	4	0	0	21	3	0	0
"replicon"	"152979768"	0	15	8	3	0	77	82	33	1
"replicon"	"152983466"	0	87	29	366	1	166	46	3585	3
"replicon"	"153007346"	0	7	0	0	0	3	2	0	0
"replicon"	"153010078"	1	3	0	0	0	3	2	0	0
"replicon"	"153902260"	0	0	4	0	0	0	0	0	0
"replicon"	"153902271"	0	0	17	0	0	0	0	0	0
"replicon"	"153946813"	0	6	4	0	0	11	14	0	0
"replicon"	"154173617"	0	1	0	0	0	10	0	0	0
"replicon"	"154250456"	0	0	0	1	0	0	0	1	0
"replicon"	"15601865"	0	28	9	5	0	93	31	11	1
"replicon"	"156071807"	0	1	0	0	0	0	0	2	0
"replicon"	"156071808"	0	1	0	0	0	0	0	1	0
"replicon"	"15671982"	0	2	0	0	0	0	0	0	0
"replicon"	"15674250"	0	6	1	9	0	5	1	29	0
"replicon"	"156932229"	0	10	4	0	0	16	17	2	0
"replicon"	"156936507"	0	0	0	0	0	0	0	3	0
"replicon"	"156978331"	0	27	36	17	1	90	69	28	1
"replicon"	"157144296"	0	11	0	5	0	23	32	26	0
"replicon"	"157149300"	0	0	0	1	0	0	0	11	0
"replicon"	"157149330"	0	0	0	1	0	0	0	5	0
"replicon"	"157149429"	0	0	0	0	0	0	0	1	0
"replicon"	"157149498"	0	0	0	3	0	0	0	6	0
"replicon"	"157149504"	0	0	0	0	0	0	0	2	0
"replicon"	"157149651"	5	14	26	34	2	41	41	125	0
"replicon"	"157154711"	0	18	7	0	0	45	13	17	0
"replicon"	"157159467"	0	17	11	2	0	38	45	21	0
"replicon"	"157163852"	5	20	0	3	0	41	105	26	0
"replicon"	"157368249"	0	28	13	0	0	76	28	0	0
"replicon"	"157412014"	0	0	0	3	0	0	0	1	0
"replicon"	"157418083"	0	0	0	1	0	0	0	6	0
"replicon"	"157420211"	0	0	0	0	0	1	0	0	0
"replicon"	"157690798"	0	0	0	0	0	0	0	1	0
"replicon"	"157834972"	0	0	0	0	0	0	0	1	0
"replicon"	"15793034"	0	137	303	6	1	371	395	153	1
"replicon"	"15829254"	0	25	7	5	0	61	21	10	0
"replicon"	"15902044"	2	6	13	3	0	38	18	19	0
"replicon"	"159162017"	0	0	0	0	0	1	4	0	0
"replicon"	"159184118"	0	5	0	0	0	2	0	0	0
"replicon"	"159185562"	0	2	0	0	0	0	0	0	0
"replicon"	"160895450"	0	962	1	22	0	344	0	232	0
"replicon"	"161168445"	0	1	0	0	0	0	1	0	0
"replicon"	"16119200"	0	0	0	2	0	0	0	0	0
"replicon"	"16120353"	0	2	2	1	0	6	14	1	0
"replicon"	"161501984"	0	2	4	0	0	5	3	2	0
"replicon"	"161506634"	0	1	0	0	0	0	0	1	0
"replicon"	"161508266"	0	25	36	31	0	100	67	48	0
"replicon"	"161510924"	0	0	0	0	0	4	0	3	0
"replicon"	"161523180"	0	1	0	0	0	2	0	0	0
"replicon"	"161612313"	0	1	1	0	0	1	1	2	0
"replicon"	"161869018"	0	117	307	12	0	249	299	137	2
"replicon"	"162418099"	0	9	2	0	0	16	16	2	0
"replicon"	"16271976"	0	586	498	288	7	1362	880	624	12
"replicon"	"162960935"	2	1307	1502	1460	50	3474	2081	2589	49
"replicon"	"163849457"	0	4	0	0	0	0	0	0	0
"replicon"	"163854304"	0	2	0	1	0	0	8	9	0
"replicon"	"163866863"	0	1	28	0	0	3	37	0	0
"replicon"	"16445223"	0	14	9	1	0	43	14	9	0
"replicon"	"16507983"	0	0	0	65	1	4	4	324	0
"replicon"	"165975457"	0	80	78	1	0	221	75	3	0
"replicon"	"167031021"	0	1	0	0	0	93	0	3	0
"replicon"	"167412463"	0	0	0	0	0	0	0	2	0
"replicon"	"16758993"	0	5	2	0	0	5	0	1	0
"replicon"	"16763390"	0	3	1	0	0	9	0	0	0
"replicon"	"169302972"	0	4	0	0	0	0	0	0	0
"replicon"	"169302980"	0	0	0	1	0	2	1	1	0
"replicon"	"169627108"	0	0	0	1	0	0	0	5	0
"replicon"	"169632029"	0	101	156	22	1	259	199	49	2
"replicon"	"169786889"	0	6	0	0	0	1	0	0	0
"replicon"	"169794206"	0	194	293	29	0	491	409	90	0
"replicon"	"169823697"	0	54	7	9	0	144	43	12	0
"replicon"	"169832377"	3	10	9	13	1	25	24	53	2
"replicon"	"170016236"	0	2	0	0	0	0	0	0	0
"replicon"	"170016294"	0	0	0	0	0	1	0	0	0
"replicon"	"170018061"	0	22	10	2	0	47	21	12	0
"replicon"	"170022262"	0	4	6	0	0	8	8	0	0
"replicon"	"170079663"	0	23	21	4	0	58	18	12	0
"replicon"	"170650740"	0	0	0	0	0	0	0	1	0
"replicon"	"170650751"	0	0	0	0	0	0	0	1	0
"replicon"	"170650756"	0	0	0	0	0	0	0	1	0
"replicon"	"170650760"	0	0	0	5	0	1	0	8	0
"replicon"	"170679574"	0	43	16	20	0	89	24	117	0
"replicon"	"170717206"	0	2	0	0	0	4	0	0	0
"replicon"	"170719187"	0	7	10	0	0	21	3	3	0
"replicon"	"170731356"	0	0	0	4	0	6	5	91	0
"replicon"	"170734517"	0	2	0	2	0	0	6	59	0
"replicon"	"170735571"	0	1	0	1	0	1	17	48	0
"replicon"	"170745058"	0	0	0	0	0	1	0	0	0
"replicon"	"170746450"	0	2	0	0	0	1	0	0	0
"replicon"	"171056692"	0	0	11	0	0	0	0	0	0
"replicon"	"172039680"	0	4	0	24	0	5	0	152	1
"replicon"	"172055989"	0	0	0	3	0	0	0	3	0
"replicon"	"172059067"	0	1	0	0	0	0	0	9	0
"replicon"	"172062142"	0	0	0	0	0	0	0	4	0
"replicon"	"172064800"	0	0	0	0	0	0	0	5	0
"replicon"	"17313217"	0	0	0	0	0	0	0	3	0
"replicon"	"17426228"	0	0	0	0	0	0	0	0	2
"replicon"	"17544719"	0	0	0	0	0	1	0	3	0
"replicon"	"17981815"	0	0	0	0	0	0	0	2	0
"replicon"	"182680572"	0	0	0	0	0	2	0	0	0
"replicon"	"182682970"	1	5	14	8	0	18	15	21	0
"replicon"	"18308982"	0	1	0	0	0	3	0	0	0
"replicon"	"184152655"	0	2	0	2	0	10	10	6	1
"replicon"	"184154476"	0	21	14	28	2	42	9	240	0
"replicon"	"184156320"	0	215	280	207	5	600	388	342	5
"replicon"	"184159988"	0	0	0	0	0	2	0	1	0
"replicon"	"184160017"	0	1	0	5	0	0	0	6	0
"replicon"	"184199646"	0	2	0	0	0	0	0	0	0
"replicon"	"18450286"	0	0	0	0	0	0	0	0	1
"replicon"	"18466424"	0	1	0	2	0	0	0	5	0
"replicon"	"186893344"	0	7	4	0	0	17	15	1	0
"replicon"	"187476514"	0	1	0	0	0	2	0	0	0
"replicon"	"187729967"	0	0	0	0	0	0	0	1	0
"replicon"	"187730020"	0	20	7	2	0	53	17	8	1
"replicon"	"187925958"	1	0	0	0	0	1	0	0	0
"replicon"	"187927112"	16	16	0	0	0	5	0	3	0
"replicon"	"188532165"	0	5	11	0	0	3	5	0	0
"replicon"	"188535863"	0	0	0	1	0	0	0	0	0
"replicon"	"188574270"	0	0	1	0	0	0	0	0	0
"replicon"	"188579286"	0	7	0	0	0	1	0	0	0
"replicon"	"188584601"	0	0	0	0	0	1	0	0	0
"replicon"	"188989396"	0	2	0	0	0	1	0	0	0
"replicon"	"188993864"	4	4	9	4	0	9	1	12	0
"replicon"	"1890233"	0	0	2	0	0	0	0	0	0
"replicon"	"189348893"	0	0	0	0	0	1	0	0	0
"replicon"	"189427122"	0	0	0	2	0	0	0	2	0
"replicon"	"189438863"	1	2	0	0	0	1	0	8	0
"replicon"	"189458505"	0	0	0	0	0	0	0	3	0
"replicon"	"190149269"	0	84	154	1	0	249	142	2	0
"replicon"	"190571920"	0	1	0	0	0	0	0	1	0
"replicon"	"190572091"	0	162	146	254	3	299	105	2500	3
"replicon"	"190893983"	0	0	0	0	0	2	0	0	0
"replicon"	"191636824"	0	5	0	3	0	12	2	7	0
"replicon"	"191639869"	0	2	0	0	0	0	1	9	0
"replicon"	"193082772"	0	90	116	0	0	254	412	4	1
"replicon"	"194021541"	0	1	1	0	0	0	0	0	0
"replicon"	"194097589"	0	12	10	5	0	47	18	93	1
"replicon"	"194172857"	4	7	13	5	0	16	16	24	0
"replicon"	"194363778"	0	64	24	20	0	140	67	517	1
"replicon"	"194396645"	0	6	9	3	0	9	9	27	0
"replicon"	"194399680"	0	0	29	0	0	2	13	0	0
"replicon"	"194399682"	0	0	5	0	0	0	0	0	0
"replicon"	"194399684"	0	11	71	0	0	36	127	0	0
"replicon"	"194399688"	0	0	9	0	0	3	0	0	0
"replicon"	"194399692"	0	0	0	0	0	0	23	0	0
"replicon"	"194399694"	0	0	0	0	0	3	5	0	0
"replicon"	"194399696"	0	0	21	0	0	0	0	0	0
"replicon"	"194399698"	0	1	18	0	0	12	64	0	0
"replicon"	"194399700"	0	2	7	0	0	8	15	0	0
"replicon"	"194399702"	0	0	34	0	0	1	7	0	0
"replicon"	"194399704"	0	0	0	0	0	8	0	0	0
"replicon"	"194442198"	3	0	0	0	0	0	0	0	0
"replicon"	"194442203"	0	2	1	0	0	8	1	1	0
"replicon"	"194447175"	0	0	0	0	0	0	0	1	0
"replicon"	"194447301"	0	0	0	4	0	0	0	2	0
"replicon"	"194447306"	0	1	1	1	0	9	1	11	0
"replicon"	"1944536"	0	1	0	26	0	2	0	156	0
"replicon"	"194733773"	0	1	0	2	0	1	0	14	0
"replicon"	"194733902"	0	5	3	0	0	9	2	0	0
"replicon"	"19703352"	4	324	495	10	0	1000	533	12	0
"replicon"	"197247352"	0	3	1	0	0	5	1	0	0
"replicon"	"197283915"	0	44	8	108	2	96	102	263	3
"replicon"	"197361212"	0	2	0	0	0	7	2	0	0
"replicon"	"19745201"	0	2	0	1	0	7	0	5	0
"replicon"	"197944726"	0	0	0	0	0	1	0	1	0
"replicon"	"198241740"	0	1	3	0	0	6	0	1	0
"replicon"	"19908645"	0	0	3	0	0	3	14	0	0
"replicon"	"19908650"	0	4	2	0	0	1	9	0	0
"replicon"	"20177424"	0	0	0	0	0	1	0	0	0
"replicon"	"203288797"	0	0	0	0	0	0	0	3	0
"replicon"	"20522115"	0	4	0	0	0	18	41	1	0
"replicon"	"205351346"	0	6	2	0	0	6	0	0	0
"replicon"	"206479926"	0	0	0	0	0	0	0	1	0
"replicon"	"206558403"	0	1	0	5	0	1	2	120	0
"replicon"	"206561868"	0	1	0	0	0	1	1	71	0
"replicon"	"206575367"	0	0	0	1	0	0	0	6	0
"replicon"	"206575481"	0	0	0	0	0	0	0	1	0
"replicon"	"206575712"	0	21	12	8	1	37	35	46	1
"replicon"	"207855516"	0	0	1	0	0	3	1	0	0
"replicon"	"209395529"	0	0	0	1	0	0	0	0	0
"replicon"	"209395693"	0	19	8	0	0	54	20	16	0
"replicon"	"209401009"	0	0	0	0	0	0	0	2	0
"replicon"	"209552419"	0	0	0	0	0	0	0	4	0
"replicon"	"209558587"	0	1	0	4	0	2	3	6	0
"replicon"	"209916825"	0	0	0	2	0	0	0	4	0
"replicon"	"209916829"	0	0	0	1	0	0	0	0	0
"replicon"	"209917191"	0	23	5	1	0	66	22	21	0
"replicon"	"209921952"	0	0	0	0	0	0	0	3	0
"replicon"	"21229478"	0	1	2	0	0	0	0	1	0
"replicon"	"21240774"	0	0	2	0	0	0	0	0	0
"replicon"	"21281729"	0	25	43	15	0	80	61	15	0
"replicon"	"213155358"	0	0	0	1	0	0	1	4	0
"replicon"	"213155370"	0	146	302	46	1	426	346	87	1
"replicon"	"213690928"	1	2	0	2	0	3	0	4	0
"replicon"	"215274578"	0	0	0	2	0	0	0	8	0
"replicon"	"215276192"	0	0	0	0	0	0	0	2	0
"replicon"	"215401108"	0	0	0	1	0	0	0	1	0
"replicon"	"215401171"	0	0	0	0	0	0	0	1	0
"replicon"	"215479924"	0	1	0	0	0	0	0	3	0
"replicon"	"215479976"	0	0	0	0	0	0	0	1	0
"replicon"	"215481761"	0	171	301	20	0	485	385	58	1
"replicon"	"215485161"	0	75	43	22	4	165	28	128	3
"replicon"	"216089"	0	996	1777	1146	1596	1460	2501	5142	1622
"replicon"	"217316372"	0	222	933	1	2	579	1433	2	0
"replicon"	"217316392"	0	2	0	0	0	6	3	0	0
"replicon"	"217316398"	0	0	0	0	0	0	3	0	0
"replicon"	"217316402"	0	15	16	0	0	42	9	0	0
"replicon"	"217316416"	0	0	0	0	0	5	3	0	0
"replicon"	"217316424"	0	0	0	0	0	6	1	0	0
"replicon"	"217316454"	0	0	0	0	0	7	2	0	0
"replicon"	"218454959"	0	0	0	0	0	0	0	1	0
"replicon"	"218528082"	0	5	0	0	0	1	0	0	0
"replicon"	"218533256"	0	1	0	0	0	0	0	0	0
"replicon"	"218547440"	0	29	12	1	0	70	22	10	0
"replicon"	"218552585"	0	17	8	4	0	48	22	16	0
"replicon"	"218556939"	0	29	26	25	0	69	21	90	3
"replicon"	"218561636"	0	0	0	1	0	0	0	5	0
"replicon"	"218687878"	0	48	19	25	5	76	14	93	1
"replicon"	"218692794"	0	0	0	1	0	0	0	8	0
"replicon"	"218693476"	0	26	4	2	1	46	15	24	0
"replicon"	"218698419"	0	27	15	14	0	72	26	82	2
"replicon"	"218703261"	0	133	44	47	0	336	44	226	1
"replicon"	"218888746"	0	61	31	186	0	160	56	1708	1
"replicon"	"218963145"	0	0	0	0	0	2	0	0	0
"replicon"	"21909536"	0	2	1	1	0	3	3	1	0
"replicon"	"219870279"	0	10	13	0	0	18	17	0	0
"replicon"	"219964305"	0	1	3	0	0	3	36	0	0
"replicon"	"220903286"	0	0	0	0	0	2	0	0	0
"replicon"	"220933193"	0	0	0	0	0	1	0	0	0
"replicon"	"221230948"	1	2	4	8	0	16	14	33	0
"replicon"	"22123922"	0	5	4	0	0	16	14	1	0
"replicon"	"222102329"	0	1	0	0	0	0	0	0	0
"replicon"	"222109225"	0	1	0	0	0	0	0	0	0
"replicon"	"222142576"	0	0	0	0	0	0	0	1	0
"replicon"	"222150250"	0	1	0	0	0	3	9	0	0
"replicon"	"222152201"	0	0	0	0	0	2	0	1	0
"replicon"	"222154829"	0	28	17	19	2	68	25	99	0
"replicon"	"224472836"	0	1	0	0	0	0	0	0	0
"replicon"	"224472841"	0	1	3	0	0	4	18	0	0
"replicon"	"224472846"	0	1	0	0	0	2	4	0	0
"replicon"	"224475494"	0	0	0	0	0	1	2	0	0
"replicon"	"224581838"	0	0	0	0	0	5	0	1	0
"replicon"	"22536185"	0	7	14	172	8	15	77	241	6
"replicon"	"225631039"	0	0	0	0	0	2	0	1	0
"replicon"	"225851546"	0	0	0	0	0	0	1	0	0
"replicon"	"225853611"	3	12	14	6	1	28	12	32	2
"replicon"	"225855735"	6	7	8	5	0	22	18	28	0
"replicon"	"225857809"	6	11	6	6	1	22	18	17	0
"replicon"	"225860012"	4	8	14	3	0	18	32	16	2
"replicon"	"225862057"	0	0	1	0	0	0	0	0	0
"replicon"	"225867617"	0	0	0	0	0	2	0	3	0
"replicon"	"225869487"	0	0	0	1	0	0	1	0	0
"replicon"	"226235018"	0	0	1	0	0	0	2	0	0
"replicon"	"226303489"	0	3	0	0	0	2	0	0	0
"replicon"	"226938934"	0	0	0	0	0	1	0	0	0
"replicon"	"226942170"	0	1	0	0	0	7	0	0	0
"replicon"	"226973390"	0	527	1118	588	935	811	1471	3020	884
"replicon"	"227812678"	0	1	0	0	0	0	1	0	0
"replicon"	"227831830"	1	2009	541	46	6	4916	1069	478	2
"replicon"	"229587578"	2	68	45	42	0	572	14	1217	0
"replicon"	"229599883"	0	1	0	0	0	0	0	0	0
"replicon"	"229606122"	0	0	0	0	0	0	0	1	0
"replicon"	"229915734"	0	0	0	0	0	1	0	0	0
"replicon"	"23097455"	0	0	0	0	0	0	0	2	0
"replicon"	"237653092"	0	0	0	0	0	0	0	2	0
"replicon"	"237784637"	0	0	0	2	0	0	0	12	0
"replicon"	"237806776"	0	0	0	0	0	0	0	2	0
"replicon"	"238866525"	0	0	0	0	0	0	2	0	0
"replicon"	"238892256"	0	37	26	192	6	86	63	893	2
"replicon"	"238899406"	0	26	18	2	1	38	7	11	0
"replicon"	"239507361"	0	0	0	0	0	0	0	2	0
"replicon"	"239781638"	0	7	6	0	0	11	1	0	0
"replicon"	"239916571"	0	4	0	0	0	31	0	1	0
"replicon"	"240111940"	0	2	0	0	0	0	0	0	0
"replicon"	"240136783"	0	86	0	1	0	22	0	0	0
"replicon"	"240141741"	0	0	0	0	0	1	0	0	0
"replicon"	"241114100"	2	0	0	0	0	0	0	0	0
"replicon"	"241195472"	0	0	0	1	0	0	0	1	0
"replicon"	"241589533"	1	0	0	0	0	0	0	0	0
"replicon"	"241661625"	25	3	0	0	0	0	0	3	0
"replicon"	"241665037"	3	1	0	0	0	1	0	1	0
"replicon"	"242237460"	0	2	0	0	0	1	0	1	0
"replicon"	"25010075"	0	4	8	85	2	12	29	116	3
"replicon"	"25026556"	0	11	5	2	0	14	9	18	0
"replicon"	"251781468"	0	1	0	1	0	0	2	0	0
"replicon"	"251787652"	0	3	0	0	0	10	6	0	0
"replicon"	"251791816"	0	77	206	10	0	187	202	43	0
"replicon"	"251794036"	0	0	0	0	0	1	0	0	0
"replicon"	"253686409"	0	37	1	1	0	55	8	0	0
"replicon"	"253750923"	0	0	1	1	0	1	1	0	0
"replicon"	"253752822"	0	1	2	0	0	3	0	0	0
"replicon"	"253754647"	0	1	1	2	0	4	1	5	0
"replicon"	"253771435"	0	33	11	2	0	63	17	17	0
"replicon"	"253995374"	0	0	0	0	0	2	0	0	0
"replicon"	"254160123"	0	32	12	2	0	58	22	12	0
"replicon"	"254558653"	0	11	0	0	0	4	0	0	0
"replicon"	"254667448"	0	0	0	0	0	0	0	1	0
"replicon"	"254791136"	0	31	10	5	0	50	19	11	0
"replicon"	"254804028"	0	148	103	13	0	397	150	150	0
"replicon"	"255534169"	0	1	0	0	0	1	0	0	0
"replicon"	"255767013"	0	0	0	0	0	0	1	0	0
"replicon"	"255961261"	0	13	14	0	0	741	9	13	0
"replicon"	"255961475"	0	2	0	0	0	3	0	0	0
"replicon"	"256368465"	0	0	0	0	0	0	1	0	0
"replicon"	"256818848"	0	46	108	2	1	110	193	14	0
"replicon"	"256823905"	0	4	0	0	0	0	0	0	0
"replicon"	"256826460"	4	1	0	1	0	2	0	16	0
"replicon"	"256831255"	0	0	0	0	0	1	0	0	0
"replicon"	"257065520"	0	4	0	0	0	18	24	1	0
"replicon"	"257124814"	1	9	5	0	0	20	19	0	0
"replicon"	"257136356"	0	0	0	0	0	0	0	1	0
"replicon"	"257783814"	10	45	112	2	0	81	105	58	0
"replicon"	"258506995"	0	41	48	114	5	152	152	299	12
"replicon"	"258509940"	0	0	0	2	0	0	0	2	0
"replicon"	"258538191"	0	31	38	86	8	135	182	233	1
"replicon"	"260600006"	0	0	0	0	0	0	0	1	0
"replicon"	"260685375"	1	1	0	0	0	0	0	1	0
"replicon"	"260751835"	0	0	0	0	0	0	0	3	0
"replicon"	"260751930"	0	0	0	0	0	0	0	1	0
"replicon"	"260752012"	0	0	0	0	0	0	0	3	0
"replicon"	"260842239"	0	26	11	1	0	40	24	25	0
"replicon"	"260853213"	0	16	11	6	0	37	14	18	0
"replicon"	"260866153"	0	18	15	3	0	45	19	12	0
"replicon"	"260871126"	0	0	0	0	0	0	0	3	0
"replicon"	"261819370"	0	12	1	0	0	36	20	2	0
"replicon"	"261866721"	0	3	26	0	0	4	30	0	0
"replicon"	"262064129"	0	445	977	521	771	714	1289	2527	782
"replicon"	"262064174"	0	0	6	0	0	0	3	0	0
"replicon"	"262392383"	0	0	0	0	0	0	2	0	0
"replicon"	"26245917"	0	20	11	31	0	47	11	104	3
"replicon"	"262479002"	0	0	0	0	0	1	0	0	0
"replicon"	"26655522"	0	0	0	0	0	5	0	0	0
